id,summaries,Technology_Names,matched_NER_by_borders,matched_NER_final,NER_Extracted_Tags
DdOIIRbyMlfJP6G-4bUN1g_0000,"['Highly motivated, creative, and Analytical professional, offering extensive laboratory skills in applied plant pathology, Microbiology, molecular biology, and Bacillus physiology Complemented with demonstrated ability in conducting quality research in the laboratory, greenhouse and field. excel at leading various Pathology related projects, organizing experiments according to objectives and available resources, and performing activities according to procedures to ensure accuracy of data collection and analysis. demonstrate strategic thinking, innovative problem-solving aptitude to bring forth outstanding results. exemplify proficiency with Bioedit, mega. 4, Jmp, Microsoft office applications( excel, word, and Powerpoint) with working knowledge in Perl, Biowolf, Bowtie, Spotfire, Matlab/ Minitab and Edger., India vegetable R& D plant health lead at Monsanto India, post Doctoral research scientist at U C Davis']",,0,,
DcGJcW5qX2xtM2zZfamBdQ_0000,"['Marketing communications specialist at greenhouse group BV, account manager& Teamlead branded content']",,0,,
DWzM9gYwVtrbH0OVIHEQiw_0000,"[""Chartered energy and process auditor recognized by the Portuguese government to conduct mandatory energy audits to all types of industries covered by the Sgcie with extensive experience in many types of industries, from Fmcg of various types to steel treatment plants, Biodiesel, chemicals, automotive, and so on. creating innovative solutions that meet my client's unique needs, my core expertise relates to process optimization and its dependence on industrial utilities( steam plants, compressed air, industrial furnaces and refrigeration systems), having a special interest in cogeneration and Trigeneration schemes as prime tools to reducing the primary energy consumption, greenhouse gas emissions and grid dependence. from field work to final recommendation and subsequent M& V reports that help outline energy reduction plans, I aid my clients' continuous improvement efforts to lead a leaner, greener and more sustainable business., senior energy and process consultant, energy product technician at SGS""]",,0,,
DP0VMxyqGXFMXZMoAB4HEA_0000,"['Project consultancy, project management, project engineering greenhouse construction']",,0,,
DORozPKm9UiV2qvHHw3qYQ_0000,"['Modeller working on a wide variety of environmental projects, but currently with a main focus on diffuse water pollution and greenhouse gas emissions from agriculture., consultant( environmental Modelling) at Adas, Modelling analyst at energy systems Catapult']",,0,,
DOD7NcgxCIXqFEoz7MJwrQ_0000,"['Owner, greenhouse energy assessors']",,0,,
DHVNdIwoWad2-75lrJe7bA_0000,"['Experienced project manager/ engineer in the environmental services industry. currently focused on developing new methods to reduce landfill waste, generate new sustainable energy alternatives, and reduce greenhouse gas emissions. also experienced in design, construction, and operation of treatment systems for Groundwater, drinking water, and soil for environmental remediation and compliance. bachelor of science in chemical engineering from University of Pittsburgh., principal engineer at TRC companies, Inc., environmental consultant/ project manager']",,0,,
DH38oeMMGcb1Q8N4cbI8ug_0000,"[""View Marshall Poland's professional profile on Linkedin . ... compliance with an emerging International standard for Product-Based greenhouse gas accounting., Versatile leader and mechanical/ operations engineer following his passion into renewable energy., Southeast Asia engineering manager at specialized bicycle components, engineer at specialized bicycle components""]",,0,,
DC69MhMt8yRd7pqT0-h13g_0000,"['Ceo Bij greenhouse power Netherlands BV, Ceo at greenhouse power Netherlands BV']",,0,,
DAyiLqmLIS5iYMhqHfQ7NA_0000,"['Highly knowledgeable and well experienced in integrated crop management for greenhouse and open field crops with experience in Agronomy on a wide range of crops including vegetables, arable crops and flowers. a well- versed person in business and sales of agricultural inputs and services. My Self-Driven and Result-Oriented nature plus being responsive to different challenging situations are some of the useful attributes I have to offer. I have great passion for soils and precision agriculture. Sustainability is key!']",,0,,
CyfVpTgFuRto68xrIXt41w_0000,"['Customer and fabric specialist at greenhouse fabrics, new partner specialist at greenhouse fabrics']",,0,,
Cye8-2mb996GgDKRItIX3w_0000,['Supervisor/ auditor at greenhouse hotel& suites'],,0,,
CtCkETMv36DxCOlqAzKt7g_0000,"['It analyst at greenhouse foodstuff trading LLC, senior it business analyst at Abu Dhabi ports, it analyst at information Dynamics']",,0,,
CpW0L4NV-su5dr-rBzBLhw_0000,"['I have more than ten years experienced working in greenhouse industry growing crops, labor and production management. achieved highly development labor planning and budgeting skills :P Roviding supervisor training and improving employees performance. highly communications skills allowed to lead high company productivity. proficient with multiple data base programs: Microsoft office, Microsoft word, excel, Priva assist, Priva fusion, Hortimax productive., head grower at quality growers']",,0,,
CnSzr4u3GtC8WPTBp56s7A_0000,"['Hey check out this Video I threw together for my Remix of 22nd- street, ... it rocks amazingly: Https://Www.Youtube.Com/Watch?V=Ashtgdp_8Os, president and Ceo at greenhouse effect music world wide. ca TM at Greenhouse-Effect-Music world wide, president and Ceo at amazing Seo Web-Traffic and Forex solutions']",,0,,
Clz6K11PEWsCEEoLLNo0ww_0000,"[""I have managed nurseries from 1 acre to 350 acres from San Diego to Saint Louis Mo. I have a strong Horticultural background and a BS in Ornimental Horticulture. I have a minor in business and completed my studies at the Ohio State University. I am fluent in team design management as well as the lean process. 32 years in my industry and I am still learning every day. specialties: propagation specialist flowering indoor Ornimentals annual flowering crops perennial crops Micky'S mini floral Express/ specialty plants plant delivery services growers supply natures' care, president at Ng Heimos greenhouse/ Millstadt greenhouse at Ng Heimos greenhouses Inc""]",,0,,
Cj9aFMPfB3ZJroG3Iv5kJw_0000,"['Chief legal officer at Georgian greenhouse corporation, project manager at Geoagro']",,0,,
CgfOXjde7aR4bWHdTmEUWA_0000,"[""I am actively searching for employment with a wholesale production greenhouse. I am a professional grower with over 20 years of experience. I ran the foliage division for Corrales road greenhouses for fifteen years. I also helped grow all our seasonal items including Poinsettias, Easter lilies, spring bedding plants and color baskets. After our family business closed It's doors in 2010, I left the Agriculture field and entered the package delivery field. I spent nearly eight years with UPS. There I worked as a package clerk, international package auditor, damage clerk, and the last five years as a supervisor in Hub operations. UPS taught me a lot about time management, quick decision making, team building, communication, and really improved my people skills. UPS really helped me to become a better leader. Although I enjoyed my time with UPS, in March of 2015 I decided that I need to get back to what I truly enjoyed. I left the company and I am actively searching for a position with a wholesale greenhouse operation., farm hand at Arca: opening doors, department head at hobby lobby""]",,0,,
CZxMAgAtIztrDuik2LZNXg_0000,"['We have 6Years experience in our field of expertise. growing and caring for orchids is a passion as well as a business. We provide plants for sale at various stages of growth, offer learning sessions or care, identification, pest and other health issues and also do landscaping( periodical spraying, Repotting, dividing specimen sized plant and greenhouse services.). contact us via Facebook, Whatsapp, Instagram. 2802893, co-owner Angies orchids']",,0,,
CYq6jEXij7WsBRcNCUkJGA_0000,"['Eastern regional manager at East Jordan plastics, Inc., outside sales at Griffin greenhouse supplies']",,0,,
CXGcvt2Fp-W8GgMIv9GsBw_0000,"[""I serve primarily in Sanborn, head and Associates, Inc. solid waste client service area. I have experience in landfill related air emissions compliance, air quality engineering, greenhouse gas emissions estimates, solid waste engineering and permitting, and Stormwater design. My master's degree research focused on the treatment of landfill Leachate with the benefit of electricity production using microbial fuel cell technology. I recieved my Engineer-In-Training classification from the state of New Hampshire in the spring of 2006. specialties: proficient with CAD, Microsoft operating system, Microsoft word, excel and Powerpoint. basic understanding of GIS., University of New Hampshire,; the shoals Marine laboratory,; the Franconia Inn ... I have experience in landfill related air emissions compliance, air quality engineering, greenhouse gas emissions estimates, ... greater New York City area ..., environmental/ civil engineering professional at Sanborn, head& Associates, Pdh- software development- verification/ validation""]",,0,,
CT8lTuOovViwvTBZLN-fIA_0000,"['Motivated organic Cannabis Cultivator with experience in managing all levels of large scale projects. I have been an industry leader in Humboldt County, a region renowned for its Cannabis production. I specialize in organic greenhouse cultivation and have consistently produced a product that has sold for 25% over average market value in a highly competitive marketplace. Currently, I manage 85,000 sq ft of canopy space in six permitted combination greenhouse& outdoor facilities. please check out my Instagram for a better picture of what I??? M cultivating: @Beachorganic']",,0,,
CPM7rN3atRE5DVghpsasJQ_0000,"[""Hamm's nursery greenhouse landscaping& design, Juan Espana landscaping and yard maintenance""]",,0,,
CFgbHOBwWSaR-MmQBCoq5g_0000,"['Renewable energy Originator and developer with extensive experience concentrated in us based emissions reductions, Waste-To-Energy( Biomethane/ power), stranded asset revitalization, compressed natural gas( CNG), and energy storage. strong sales, project management, and client relations experience Sourcing, financing, structuring and implementing a wide spectrum of Greenfield and asset converted renewable energy and emissions reducing projects. using fluent Spanish language skills, originated and closed clean energy investments or carbon portfolios in both domestic and international emissions markets. defined and managed hedging strategies for portfolio management and effective commercialization of emissions reductions. specialties: renewable energy/ Biomethane development, investment structuring, greenhouse gas credit management, carbon baseline value expertise, financial modeling, client/ investment management, stranded asset revitalization, project management, compressed natural gas( CNG), energy storage, Fleet alternative fuel usage, and mergers and acquisition, vice president of business development at amp Americas LLC, vice president at Camco clean energy']",['sourcing'],['sourcing'],[],"['sourcing', 'biomethane', 'fleet', 'americas llc', 'biomethane/', 'camco']"
CBpijeksFMPWGTbFhADiLg_0000,"['Business development manager at greenhouse media group, Inc at greenhouse media group, Inc.']",,0,,
BxGkOvBgBelLqbGt2HRp5w_0000,['Cafe owner at greenhouse cafe'],,0,,
BrseaMZxaheQJqyJcez3wg_0000,"['In the year 2000 I decided to settle down in Macedonia, after 1 year of analyzes the Agriculture sector. During the past 17 years I experienced that my analyzes were correct and that agriculture sector in Macedonia has grate opportunities for those who wish to extend or start there agro related business. We are proud that we where participating in projects and the additional Spin-Of, as providing jobs to many. We will continue to make our efforts to promote greenhouse investments and Pv solar projects in Macedonia and to support serious initiatives. Our interest is to support the investors by offering our knowledge, 15 years of experiences and introduction to our network relations in Holland and Macedonia., in the year 2000 I decided to settle down in Macedonia, after 1 year of analyzes the Agriculture sector. During the past 15 years I experienced that my analyzes were correct and that agriculture sector in Macedonia has grate opportunities for those who wish to extend or start there agro related business. We are proud that we where participating in projects and the additional Spin-Of, as providing jobs to many. We will continue to make our efforts to promote greenhouse investments and Pv solar projects in Macedonia and to support serious initiatives. Our interest is to support the investors by offering our knowledge, 15 years of experiences and introduction to our network relations in Holland and Macedonia., in the year 2000 I decided to settle down in Macedonia, after 1 year of analyzes the Agriculture sector. During this 15 years I experienced that my analyzes were correct and that agriculture sector in Macedonia has grate opportunities for those who wish to extend or start there business. We are proud that we where participating in projects as providing jobs to many and we will continue to make our efforts to support serious initiatives during the project preparation and realization. Our interest is to support the investors by offering our knowledge, experiences, services and network relations., senior advisor at NL agro invest D. O. O.']",,0,,
BrijbnEYsR0t2xVZOC1SHQ_0000,"['I am a very motivated, goal oriented leader with a passion for innovation and focus on capital recovery. I have a diverse range of technical knowledge with motivation to learn new skills. I am an accomplished manager with strong technical ability in the areas of design review, budgeting/ financial analysis, contract negotiation, commercial and industrial refrigeration, Hvac, Plc control implementation, automation, quality control, energy management, and team leadership., I am a very motivated, goal oriented manager with a customer first focus. I have a diverse range of technical knowledge with motivation to learn new skills. I possess a passion for people, results, and efficiency. I am an accomplished project manager with strong technical ability in the areas of design review, budgeting, refrigeration, Hvac, quality control, energy auditing, and team leadership., director of greenhouse project management( engineering and construction) at Mastronardi produce Ltd., director of greenhouse project management at Mastronardi produce Ltd., director of special projects at Mastronardi produce Ltd., regional construction manager at Kroger']",,0,,
Br5EJ-7piHqwpWuIWFVM2w_0000,"[""Founder and Ceo of go green agriculture, where innovation and farming are combined to find new ways to grow healthy food locally and reduce environmental impact. bottom line: It's all about Sustainability, stewardship, reducing environmental impact, local and ultimately growing healthy food ... every method of growing food is great: open field, greenhouse, rich organic soil or Soilless. Every technique has It's applications and pros and Cons. My focus is on urban Agriculture using controlled environments to grow healthy food in the community where it will be consumed. I run a personal Blog where I share my life experiences as an entrepreneur: both successes and challenges. I do my best to be a role model for youth and to motivate others around me to reach their full potential. Checkout my company Website: Www.Gogreenagriculture.Com Checkout my personal Website: Www.Pierresleiman.Com follow me on Twitter: @Pierreadventures, founder and Ceo of go green agriculture. Our mission is to setup greenhouse farms across the country to service local communities by using technology to do it Sustainably, with a focus on health, environmental impact and treating our employees very well., Ceo, go green Agriculture at go green Agriculture""]",,0,,
Bnwo7rLOudokvP-ZVHu4HA_0000,"['Mark is an experienced civil& environmental engineer, working as a consultant in the urban development, Sustainability, environment and Extractive industry sectors. His technical skills include Stormwater hydraulics and Hydrology, climate change adaptation and mitigation, flood impact assessment, land development and civil works, water sensitive urban design( Wsud), energy efficiency, national greenhouse and energy reporting( Nger), national Pollutant inventory( Npi) reporting and environmental management. Mark is also the founder and director of Trinity coffee company Pty Ltd. He is the engineer, inventor and product developer of the Trinity one, a high quality Multi-Functional coffee brewer designed for specialty coffee., mark is the founder and director of Trinity coffee Co., and the engineer, inventor and product developer of the Trinity one, a coffee brewer designed for specialty coffee, which was funded on Kickstarter. Mark is also an experienced civil& environmental Rpeq, in the urban development, Sustainability, environment and Extractive industry sectors., mark is a civil& environmental engineer( Rpeq) and the founder and director of Trinity coffee company Pty Ltd., founder& director at Trinity coffee Co., application development and maintenance']",,0,,
BmUT8m9lLjewthRxcCrTbQ_0000,"['Customer support specialist at greenhouse software, Inc., customer support specialist III at greenhouse software, corporate development Temp at Ieee']",,0,,
BkvZkiiPMhxpro5-TwISvg_0000,"['I am currently working as a research scientist in the gas and particle Metrology group at the National physical laboratory. My work currently focuses on the preparation and certification of environmental gas mixtures, including the development of high accuracy gas standards containing volatile organic compounds and greenhouse gases., research scientist at National physical laboratory, product manager at Oodle car finance, business analyst at Oodle Finance']",,0,,
BkdhsSv56wwS8OSALilK2Q_0000,['Interested in New greenhouse ideas'],,0,,
BgYhFpXuaKSEABwNjh7LsQ_0000,"['Supplying technical greenhouse films to worldwide Horticulture, sales director at BPI']",,0,,
BeaILr-B2QaoZ3C0cOCY1g_0000,"['National greenhouse director at Deloitte Canada, partner| Deloitte greenhouse Canada, national director at Deloitte Canada']",,0,,
BdbB7JBN45BehubgwrGAWQ_0000,"['Sales representative at greenhouse technologies, branch manager at greenhouse Technologies']",,0,,
BdaO95JlBMZ3gdBzWXLfCA_0000,"['I work in media. I wrote my first questionnaire when I was nine years old. I try not to take life too seriously., I work in media. I love research. I try not to take life too seriously., insights director at greenhouse Groupm, global capabilities lead at Maxus']",,0,,
BXzNNtzlmjvyYxmEqRH5yw_0000,"[""I am a curious mind, that loves working with people from different backgrounds, with different Mindsets and skills to explore new technologies and Opportunitites; develop crazy ideas that turn into fantastic products. wanna talk about Digital Prototyping? Digital products? Mindfulness Apps? conversational Ux? ... or something entirely different :D let me know- I'd love to talk. open to exploring International career paths and opportunities of interest especially in the areas of product management, Digital innovation, Prototyping, new business models and new technologies., just wrote my master thesis about Digital transformation challenges- strategic and operational methods for Digital transformation in media companies- in cooperation with a large managing consulting and auditing firm. open to exploring International career paths and opportunities of interest especially in the areas of project management, Digital innovation and business Modells, E-Commerce, management consulting, Digital transformation and Digital business Developement., project manager, greenhouse innovation lab BEI Gruner+ Jahr GmbH& Co kg""]",,0,,
BXGlVVtuwDvQTWJebr9HhA_0000,"[""No matter how big or small your company, we'll help you turn recruiting into your competitive advantage at greenhouse software, Inc., director of sales development us at Mish guru, account executive at Mish guru""]",,0,,
BXA6y4wF86AvJTB4OFk0SQ_0000,"['Owner and operator of a production nursery and greenhouse operation for 36 years. vast experience in production of Floricultural crops and logistical delivery of live plant products to market. I want to develop programs that position our brand as one that is recognized, trusted, and preferred. specialties: production of flowers and plants']",,0,,
BUpPSpaQjhUJggaewWgu2g_0000,"[""I am an electrical engineer with experience in implementation of the energy projects, energy regulation, and electricity market development including EE/ RES and conducting energy audit reports. My main areas of expertise include the following:- energy efficiency, detailed energy auditing, development of the EE strategies, Neeap, etc;- market design issues and operations, regulatory policy and strategy, renewable generation deployment, energy trading and generation& transmission integrated planning and regulation.- energy markets and customer protection;- renewable energy sources( RES) promotion schemes, fits, Coos for Shpp, wind, Biogas/ Biomass and Pv Technologies;- experience managing goods, works and consulting services Procurements using World Bank procurement guidelines;- moderate knowledge about electricity tariffs, tariff structures and Methodologies., I am an electrical engineer with experience in implementation of the energy projects, energy regulation, electricity market development including EE/ RES and conducting energy audit reports. My main areas of expertise include the following:- market design issues and operations, regulatory policy and strategy, renewable generation deployment, energy trading and generation& transmission integrated planning and regulation.- energy markets and customer protection;- renewable energy sources( RES) promotion schemes, fits, Coos for Shpp, wind, Biogas/ Biomass and Pv Technologies;- certified energy auditor for buildings that includes proposing energy savings, investment plan, dynamic financial and economic analyses and calculation of greenhouse and acid rain gas emissions;- moderate knowledge about electricity tariffs, tariff structures and Methodologies;, I am an electrical engineer with experience in implementation of the projects, energy regulation, electricity market development including EE/ RES and conducting energy audit reports. My main areas of expertise include the following:- market design issues and operations, regulatory policy and strategy, renewable generation deployment, energy trading and generation& transmission integrated planning and regulation.- energy markets and customer protection;- renewable energy sources( RES) promotion schemes, fits, Coos for Shpp, wind, Biogas/ Biomass and Pv Technologies;- certified energy auditor for buildings that includes proposing energy savings, investment plan, dynamic financial and economic analyses and calculation of greenhouse and acid rain gas emissions;- moderate knowledge about electricity tariffs, tariff structures and Methodologies;, I am an electrical engineer with experience in energy regulation, electricity market development including EE and RES. My main areas of expertise include the following:- market design issues and operations, regulatory policy and strategy, renewable generation deployment, energy trading and generation& transmission integrated planning and regulation.- energy market liberalization and customer protection;- renewable energy sources( RES) promotion schemes, fits, Coos for Shpp, wind, Biogas/ Biomass and Pv Technologies;- moderate knowledge about electricity tariffs, tariff structures and Methodologies;, Linkedin is the world's largest business network, helping professionals like Naim Bujupi ... University of Prishtina- faculty of electrical& computer engineering ... Albanian energy market- Aem ... Cno provisioning engineer at 3Cis J. S. C ..., project manager/ Kosovo energy efficiency and renewable energy project, application development and maintenance, medical device- software engineering, aerospace software and Frameworks""]",,0,,
BTMcc9c8FH6B66VMtpVbYA_0000,"[""Senior head Coaach at greenhouse schools( Bacon'S college)""]",,0,,
BSc5G5j2nw46dsTWwdTTbA_0000,"['Christos is an awarded brand strategist/ total greenhouse& farm management consultant. With studies in Agronomy, business administration, International business and negotiations has contributed in numerous branded products and business concepts via Tropos branding Co( Www.Tropos.Gr). the past 20+ years, he has been exchanging tones of ideas and experiences on various business sectors interacting as a privileged Conversationalist with business leaders of fortune Greece and Balkans 100 companies( Http://Www.Fortunegreece.Com/Company-List/Top-100/Details/14811/) currently holds the position of the executive director of the Dkg group of companies& initiatives( Www.Dkggroup.Com) working mainly in Southeast Mediterranean markets. His calendar( events/ Speakings/ projects) is here Http://Calendar.Christoskatsanos.Com/ he replies personally to all Twitter messages at @Myultralife, I am passionate with people( H2H- human to human and F2F- face to face). I do believe that the only constant situation in earth is ... change itself! solving the problems means that the people understand the change environment. In such cases my contribution consists to be the agent of change. specialties: brand building, network building and supporting, total greenhouse management, total farm management, international thinking and problem solving, finding synergies in Non-Related sectors, farm to fork solutions, 1-2- 1& 1- To-Many Benchmarking., ultra distances mountain trail running is also something that is exciting me!, I am passionate with people. I do believe that the only constant situation in earth is ... change itself! solving the problems means that the people understand the change environment. In such cases my contribution consists to be the agent of change. specialties: brand building, network building and supporting, total greenhouse management, total farm management, international thinking and problem solving, finding synergies in Non-Related sectors, farm to fork solutions, 1-2- 1& 1- To-Many Benchmarking. ultra distances mountain trail running is also something that exciting me!, brand strategist/ total greenhouse& farm management consultant ... environmental control strategy- management ... Philips, Interamerican, Coco-Mat, KLM, University of Amsterdam, Delft University of technology and Athens ... laboratory for the promotion of research and supply of scientific and technological services., investment banking- middle office']",,0,,
BSASQ0dP4N6bXO9xdvBdsg_0000,"[""I have been at General Mills for 10+ years. I have developed in various roles in my time at General Mills. The focus of my roles has been in manufacturing production supervision, supply chain oversight, scheduling, supply planning, inventory management, logistics, project management and raw material management. I currently have oversight of all scheduling activities of the yogurt operating unit( Yoplait, mountain high, Liberte, Gogurt, Annie'S). Prior to my time at General Mills I worked at a Culver'S garden center and greenhouse for 6+ years. My last role there was as the night and weekend manager. My time there included retail customer service as well as employee management., Eric Baldonado is a supply chain professional. currently working at Angie'S Boomchickapop as a supply chain planner. He also has 11+ years of work experience at General Mills. experience includes manufacturing production supervision, supply chain oversight, scheduling, supply planning, inventory management, logistics, project management and raw material management. experience prior to general Mills includes 6+ years of customer service and retail management., Eric Baldonado is a supply chain professional. He has 11+ years of work experience at General Mills as well as 10 months as Angie'S Boomchickapop. his experience includes manufacturing production supervision, supply chain oversight, scheduling, supply planning, inventory management, logistics, master data management, project management and raw material management. experience prior to general Mills includes 6+ years of customer service and retail management., supply chain planner at Angie'S Boomchickapop, supply planner II at Ecolab""]",,0,,
BPQnuluVsxRrHG8AJ42f1g_0000,"['Experienced account executive with a demonstrated history of working in technology. strong sales professional skilled in sales, business development., account executive at greenhouse software, Inc at greenhouse software, Inc., senior account executive at Fabfitfun']",,0,,
BNmwYX5mLFLGYyVbcOh6kQ_0000,"['Business development at greenhouse media group, Inc.']",,0,,
BLAXsoCAqSgQSnBrim5w6Q_0000,"['I am an an Ecosystem scientist with a background in the Biogeochemistry of terrestrial Ecosystems and the Ecology of plants and soil. to date, my research has focused primarily on forest and Wetland Ecosystems, where I have addressed the following interconnected themes: Ecosystem carbon balance, greenhouse gas production, nutrient Cycling( especially nitrogen and phosphorus), plant productivity and community structure, and interactions between plants and Mycorrhizal Fungi. I also have experience considering the impacts of Invasive species on Biogeochemical fluxes and community structure. I have worked as a college professor, teaching in biology, Ecology, and plant and soil sciences. In 2013, I joined the staff of neon, where I help direct teams of technicians in documenting the impacts of global change on great Lakes Ecosystems and contribute to a Continental-Scale understanding of Ecosystem science., field operations manager at Neoninc']",,0,,
BKrNn28N0YmMdly6XmOS9Q_0000,"['Call center manager at greenhouse fabrics at greenhouse fabrics Inc., account manager& fabric specialist at greenhouse fabrics, sales manager at greenhouse fabrics']",,0,,
BKlVbueldruzQwAKct2CGQ_0000,['President/ owner at Gh365 greenhouse- div. of Hunnakko ent. Inc.'],,0,,
BJu6vYiDNfhEma5vYlxQtQ_0000,"['- ISA certified Arborist.- successful teaching and mentoring experiences illustrate outstanding communication skills specialties: lab technician, teaching, quantitative analysis, lab and greenhouse management, Arborist and environmental consulting services, Forester at Nyc Department of parks& recreation']",,0,,
BHtQp5fdObZBgxPmsljUhw_0000,"[""I'm a sales manager at all pro Horticulture and provide chemicals and fertilizer to the golf industry, lawn& landscape, nursery and greenhouse industries. We custom blend fertilizer with Xcu, Meth-X, duration, Bio-Solids, Uflexx, Umaxx and more. Also, custom blend seed including bent grass, fine Fescues, Kbg, Prg and tall Fescue. I provide all the tools for your budgeting and scheduling needs., I'm a sales representative for Reed and Perrine and sell chemicals and fertilizer to the golf industry, lawn& landscape, nursery and greenhouse industries. We custom blend fertilizer with Xcu, Meth-X, duration, Bio-Solids, Uflexx, Umaxx and more. I provide all the tools for your budgeting and scheduling needs., sales representative at Reed& Perrine, purchasing manager at the turf trade""]",,0,,
BE2vcSprYAZ2BV6MVXJPrw_0000,"['A motivated, innovative thinker with a history of success in marketing, product management, product development, new product launches, business management, contractual and sales negotiations, and the solid business and technical skills to conquer these and other new challenges. With extensive and broad experience across high-tech hardware, software, service, services, and Consumables businesses, his specialties include developing a Value-Based strategic vision for products and brands, working internally and externally to share and implement that vision, and bringing his global experience to bear on critical leadership and decision making challenges. specialties: marketing, business, and P& L responsibility for high-tech, software, hardware, service, services, and Consumables. product management for hardware, software, and Consumables products. currently thriving in hardware( Pcb) design and software Architecting/ coding for Cloud-Enabled sensor and control systems used in industrial greenhouse control and beer brewing applications., director of product management and business development at Efi, product owner and software/ hardware engineer, investment banking- front office, project manager at Benefitfocus']",,0,,
BC3cx6fipCkcUDczDrNYnA_0000,"[""Colm is a nursery manager with a demonstrated history of working in the commercial Horticulture industry. skilled in sales, retail, greenhouse management, growing, budgeting, team building. Colm is a strong professional with a bachelor of science( B.Sc) focused in Horticulture from the National Botanic Gardens, Glasnevin, Ireland., nursery operations manager at Heighley gate, a Wyevale garden centre, assistant nursery manager O'Connor nurseries, assistant manager at Fitzgerald nurseries""]",,0,,
BBFRKvTvf7hq5nQDL284ig_0000,"['I am an experienced small business marketer having worked in many fields. However my passion since 1989 has been a fuel technology called Carbonflo that BOOSTS petrol and diesel fuel efficiency. In Britain the technology has not received the recognition that people who know about it believe it deserves. overseas however it has been copied and innumerable tests and trials have concluded that it reduces toxic and greenhouse gas emissions as well as giving excellent consumer benefits. I have Re-Established the original Carbonflo name with a view to making it known, accepted, and used in Britain to the benefit of consumers and public health alike., I help people save fuel and cut pollution, managing director at Carbonflo Ltd.']",,0,,
B8yF1vU5G7iuycSqQMQB1Q_0000,"['Senior scientist in formulation research and Devlopmaent at Perrigo. pH. D. In biology, specializing in Genetics, plant science, physiology and molecular biology, experienced in laboratory work, field and greenhouse work, and computational analysis., pH. D. In biology, specializing in Genetics, plant science, physiology and molecular biology, experienced in laboratory work, field and greenhouse work, and computational analysis., formulation R& D researcher at Perrigo, Pharma R& D researcher at Perrigo']",,0,,
B84UyxW5q-IZH04I41OySA_0000,"['Mass tort partnership business development manager at greenhouse media group, Inc.']",,0,,
B7v0JBjiMstsn067hheyAg_0000,['Agronomist and greenhouse grower'],,0,,
B6TRHD2p0uGaSia6TTG2eg_0000,"['Managing partner of Dinstinctive funding Inc., managing partner of the greenhouse Corp']",,0,,
B5B6EPSxCUngh8yXPffCKg_0000,"[""I'm an experienced and Versatile communicator; a graphic designer with a journalism background and more than a decade of consumer and B2B marketing experience. I am a skilled project manager and trusted team leader, accustomed to handling multiple assignments from concept through production. specialties: writing and editing Messaging, positioning and branding art direction project management print buying, I'm an experienced and Versatile communicator, a strong writer and editor with a Graphic-Design background and 20 years of B2B and consumer marketing experience. I'm a skilled project manager and trusted team leader, accustomed to managing multiple projects from concept through production. specialties: content marketing Messaging, positioning and branding art direction project management print buying, marketing communications lead at Griffin greenhouse supplies, marketing communications lead, SHS Griffin""]",,0,,
B4QqD0hc-tosE7TVs8OgLA_0000,"['CCS is a Cannabis cultivation and extraction process consulting firm located in boulder Colorado. Colorado Cannabis systems helps clients in North and South America cultivate legal marijuana using the latest technology. strong proponents of greenhouse and closed loop Nutraceutical extraction processes, CCS is on the leading edge of innovation and production techniques used to produce commercial quantities of high quality Cannabis and extraction using the simplest systems available., founder and Coo of Colorado Cannabis systems, founder of Gardner cultivation']",,0,,
B3XIJob-OU2Aeoy8l68vsQ_0000,['Owner operator at your Prairie gardener greenhouse& assistant manager at Asessippi ski area& resort'],,0,,
B3HCmzsfx8FHQAf7MGy8YQ_0000,"['Licensed professional engineer- mechanical branch; state of California board certified environmental engineer( Bcee), air pollution control specialty, American Academy of environmental engineers specialties: certified permitting professional- South Coast air quality management district( Http://Www.Aqmd.Gov/Cpp/Cpplist.Html ); California air resources board lead Verifier of greenhouse gas reports, location: Orange County, California area; industry: environmental services ... California Polytechnic state University-San Luis Obispo ... board certified environmental engineer( Bcee), air pollution control specialty, American Academy of ..., senior manager at Ramboll Environ at Ramboll Environ us corporation']",,0,,
B2k3RVnpIqbP7sfxE3pF8A_0000,"['Project manager greenhouse gas projects at Veolia environmental services, project manager at Veolia environmental services']",,0,,
B2HZPWWeFmPbOmOJPTiUAQ_0000,"[""Rhizologic solutions offers a diverse group of services and products for the organic farmer, manufacturer, retailer and consumer. beneficial bacteria- specializing in biological solutions for nutrient fixation, pest and disease control, we manufacture over 108 different species of bacteria and Mycelia for organic farming. With chemicals providing an ever growing stress on farmlands, beneficial bacteria will help to Re-Introduce biology that has been removed to intensive farming practices. manufacturer representatives- national manufacturer reps for Non-Competing organic and greenhouse products. evolved from my previous business, Ushadhi, reps below are the existing brands I represent. 1. Oregon'S only- nectar for the gods nutrients 2. Bioag 3. Slf 100 4. Microfogger 5. Blumat raw goods- Sourcing organic inputs for organic manufacturing textiles- Sourcing organic and durable fabrics., owner/ president at Rhizologic solutions""]",,0,,
B1v1GumKSBy0MTHiEbYzEA_0000,['Director at greenhouse Daycare and preschool'],,0,,
